text,slot,intent
tăng bòng hắt trần phòng ngủ ông bà 3 đến mức 3 ngay lập tức,B-commandcommand B-devicedevice I-devicedevice I-devicedevice B-roomroom I-roomroom I-roomroom I-roomroom I-roomroom O O B-final-valuesysnumber O O O,smart.home.increase.level
bạn giúp mình tăng đèn cổng thứ 4 ở cơ quan lên mức 1,O O O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice O B-roomroom I-roomroom O O B-sysnumbersysnumber,smart.home.increase.level
giúp tôi bật nút ấn phòng dành cho nữ thêm 3 mức,O O B-commandcommand B-devicedevice I-devicedevice B-roomroom I-roomroom I-roomroom I-roomroom O B-change-valuesysnumber O,smart.home.increase.level
tăng bóng hoa lên 2,O B-devicedevice I-devicedevice O B-sysnumbersysnumber,smart.home.increase.level
giúp em tăng lên đèn trụ cổng 1 thêm 1 mức nhé,O O B-commandcommand I-commandcommand B-devicedevice I-devicedevice I-devicedevice I-devicedevice O B-change-valuesysnumber O O,smart.home.increase.level
giúp em tăng loa còi 1 thêm 3 mức nhé,O O B-commandcommand B-devicedevice I-devicedevice I-devicedevice O B-change-valuesysnumber O O,smart.home.increase.level
bạn giúp mình tăng đèn tranh lên mức 1 với,O O O O B-devicedevice I-devicedevice O O B-sysnumbersysnumber O,smart.home.increase.level
tôi cần bạn tăng mức độ đèn tròn thứ 4 3 lên cấp 2 nha,O O O O O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice B-sysnumbersysnumber O O O O,smart.home.increase.level
vậy tăng cái đèn âm trần thứ 2 lên 1 hộ mình với tối quá,O O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice I-devicedevice O B-sysnumbersysnumber O O O O O,smart.home.increase.level
đèn đứng bạn có thể giúp tôi tăng mức độ của nó lên không,B-devicedevice I-devicedevice O O O O O O O O O O O O,smart.home.increase.level
bạn tăng đèn làm việc lên mức 3 tại room phòng thu nhé bạn,O O B-devicedevice I-devicedevice I-devicedevice O O B-sysnumbersysnumber O O B-roomroom I-roomroom O O,smart.home.increase.level
tăng tốc độ đèn tranh 2 phòng tắm xông hơi 3 lên mức 5 ngay nhá,B-commandcommand O O B-devicedevice I-devicedevice I-devicedevice B-roomroom I-roomroom I-roomroom I-roomroom I-roomroom O O B-final-valuesysnumber O O,smart.home.increase.level
tăng tốc độ bóng phòng thí nghiệm lên mức 3 ngay nhá,B-commandcommand O O B-devicedevice B-roomroom I-roomroom I-roomroom O O B-final-valuesysnumber O O,smart.home.increase.level
đèn downlight văn phòng tăng lên thêm 1 mức,B-devicedevice I-devicedevice B-roomroom I-roomroom B-commandcommand I-commandcommand O B-change-valuesysnumber O,smart.home.increase.level
bạn giúp mình tăng đèn chùm thứ 4 ở sân vườn lên mức 1,O O O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice O B-roomroom I-roomroom O O B-sysnumbersysnumber,smart.home.increase.level
bạn có thể giúp mình thay đổi mức độ của đèn vườn được không tăng nó lên một chút,O O O O O O O O O O B-devicedevice I-devicedevice O O O O O O O,smart.home.increase.level
nhất bạn tăng đèn hắt lên một tí hộ bạn với,O O O B-devicedevice I-devicedevice O O O O O O,smart.home.increase.level
tăng đèn học thứ 4 lên 2 hộ mình với,O B-devicedevice I-devicedevice I-devicedevice I-devicedevice O B-sysnumbersysnumber O O O,smart.home.increase.level
tôi cần bạn tăng mức độ bóng led 1 2 lên cấp 2 nha,O O O O O O B-devicedevice I-devicedevice I-devicedevice B-sysnumbersysnumber O O O O,smart.home.increase.level
hộ mình bật tốc độ mành cuốn thứ 1 lên mức 4,O O B-commandcommand O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice O O B-final-valuesysnumber,smart.home.increase.level
trợ lý ơi làm ơn tăng độ sáng bình nóng lạnh lên giúp tôi,O O O O O O O O B-devicedevice I-devicedevice I-devicedevice O O O,smart.home.increase.level
bạn giúp mình tăng bóng hắt 2 lên mức 2 với,O O O O B-devicedevice I-devicedevice I-devicedevice O O B-sysnumbersysnumber O,smart.home.increase.level
tăng thêm mọi đèn để bàn thứ 2 lên số 4,B-commandcommand I-commandcommand B-allall B-devicedevice I-devicedevice I-devicedevice I-devicedevice I-devicedevice O O B-final-valuesysnumber,smart.home.increase.level
giúp tôi tăng lên đèn led 4 phòng ngủ con 1 thêm 1 mức,O O B-commandcommand I-commandcommand B-devicedevice I-devicedevice I-devicedevice B-roomroom I-roomroom I-roomroom I-roomroom O B-change-valuesysnumber O,smart.home.increase.level
âm thanh đa vùng bạn có thể giúp tôi tăng mức độ của nó lên không,B-devicedevice I-devicedevice I-devicedevice I-devicedevice O O O O O O O O O O O O,smart.home.increase.level
tăng kiểng thứ 3 lên mức 5 tại phòng ông bà,O B-devicedevice I-devicedevice I-devicedevice O O B-sysnumbersysnumber O B-roomroom I-roomroom I-roomroom,smart.home.increase.level
bật đèn tranh thứ 3 thêm 1 số nữa,B-commandcommand B-devicedevice I-devicedevice I-devicedevice I-devicedevice O B-change-valuesysnumber O O,smart.home.increase.level
tăng bóng hắt tường thứ 3 2 lên mức 3 giúp tôi với,O B-devicedevice I-devicedevice I-devicedevice I-devicedevice I-devicedevice B-sysnumbersysnumber O O O O O O,smart.home.increase.level
xin chào bạn ơi bạn giúp mình tăng loa thứ 3 ở phòng học 1 lên mức 5 nhớ,O O O O O O O O B-devicedevice I-devicedevice I-devicedevice O B-roomroom I-roomroom I-roomroom O O B-sysnumbersysnumber O,smart.home.increase.level
hãy bật bóng kiểng 1 3 ở mức 3,O O B-devicedevice I-devicedevice I-devicedevice B-sysnumbersysnumber O O O,smart.home.increase.level
bật bóng sợi đốt 3 nhà vệ sinh đến mức 5 ngay lập tức,B-commandcommand B-devicedevice I-devicedevice I-devicedevice I-devicedevice B-roomroom I-roomroom I-roomroom O O B-final-valuesysnumber O O O,smart.home.increase.level
giúp mình tăng thiết bị máy lạnh thứ 1 lên cấp độ 4 nhé,O O O O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice O O O B-sysnumbersysnumber O,smart.home.increase.level
tăng thêm bóng treo tường thứ 1 phòng thực hành lên mức 4,B-commandcommand I-commandcommand B-devicedevice I-devicedevice I-devicedevice I-devicedevice I-devicedevice B-roomroom I-roomroom I-roomroom O O B-final-valuesysnumber,smart.home.increase.level
đèn cảnh bạn có thể giúp tôi tăng mức độ của nó lên không,B-devicedevice I-devicedevice O O O O O O O O O O O O,smart.home.increase.level
tăng thêm bóng thả 3 thêm 3 mức thôi,B-commandcommand I-commandcommand B-devicedevice I-devicedevice I-devicedevice O B-change-valuesysnumber O O,smart.home.increase.level
trợ lý ơi làm ơn tăng độ sáng bóng tường lên giúp tôi,O O O O O O O O B-devicedevice I-devicedevice O O O,smart.home.increase.level
tăng đèn ốp tường 4 lên mức 3 giúp tôi với,O B-devicedevice I-devicedevice I-devicedevice B-sysnumbersysnumber O O O O O O,smart.home.increase.level
giúp tôi bật bóng downlight 4 phòng ăn trưa thêm 3 mức,O O B-commandcommand B-devicedevice I-devicedevice I-devicedevice B-roomroom I-roomroom I-roomroom O B-change-valuesysnumber O,smart.home.increase.level
tăng rèm ngang 2 thêm 3 mức thôi,B-commandcommand B-devicedevice I-devicedevice I-devicedevice O B-change-valuesysnumber O O,smart.home.increase.level
chỉnh đèn sắc màu giúp mình nhé,O B-devicedevice I-devicedevice I-devicedevice O O O,smart.home.increase.level
tăng giúp tôi đèn thứ 2 với,O O O B-devicedevice I-devicedevice I-devicedevice O,smart.home.increase.level
tăng ốp trần thứ 1 phòng đọc thêm 1 mức nữa,B-commandcommand B-devicedevice I-devicedevice I-devicedevice I-devicedevice B-roomroom I-roomroom O B-change-valuesysnumber O O,smart.home.increase.level
giúp mình tăng mức độ kiểng 4,O O O O O B-devicedevice I-devicedevice,smart.home.increase.level
tăng giúp mình đèn tranh ở nhà xe 4 lên mức 3,O O O B-devicedevice I-devicedevice O B-roomroom I-roomroom I-roomroom O O B-sysnumbersysnumber,smart.home.increase.level
cho mình tăng bóng kiểng thứ 2 lên 3,O O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice O B-sysnumbersysnumber,smart.home.increase.level
tăng đèn ngủ thứ 2 sân sau 1 thêm 1 mức nữa,B-commandcommand B-devicedevice I-devicedevice I-devicedevice I-devicedevice B-roomroom I-roomroom I-roomroom O B-change-valuesysnumber O O,smart.home.increase.level
chỉnh đèn bàn 4 giúp mình nhé,O B-devicedevice I-devicedevice I-devicedevice O O O,smart.home.increase.level
tăng đến đèn tường 3 thêm 2 mức thôi,B-commandcommand I-commandcommand B-devicedevice I-devicedevice I-devicedevice O B-change-valuesysnumber O O,smart.home.increase.level
giúp em tăng lên mành đôi thứ 2 thêm 2 mức nhé,O O B-commandcommand I-commandcommand B-devicedevice I-devicedevice I-devicedevice I-devicedevice O B-change-valuesysnumber O O,smart.home.increase.level
bật giúp mình bóng làm việc 1 lên mức 5,B-commandcommand O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice O O B-final-valuesysnumber,smart.home.increase.level
hãy bật đèn đứng thứ 1 4 ở mức 3,O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice B-sysnumbersysnumber O O O,smart.home.increase.level
tăng thêm động cơ 3 cổng chính đến mức 3 ngay lập tức,B-commandcommand I-commandcommand B-devicedevice I-devicedevice I-devicedevice B-roomroom I-roomroom O O B-final-valuesysnumber O O O,smart.home.increase.level
tăng thêm bóng kiểng thứ 2 vườn 2 lên mức 5,B-commandcommand I-commandcommand B-devicedevice I-devicedevice I-devicedevice I-devicedevice B-roomroom I-roomroom O O B-final-valuesysnumber,smart.home.increase.level
trợ lý ơi làm ơn tăng độ sáng bóng ngủ thứ 2 lên giúp tôi,O O O O O O O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice O O O,smart.home.increase.level
tăng bóng tiết kiệm điện thứ 3 ban công đến mức 3 ngay lập tức,B-commandcommand B-devicedevice I-devicedevice I-devicedevice I-devicedevice I-devicedevice I-devicedevice B-roomroom I-roomroom O O B-final-valuesysnumber O O O,smart.home.increase.level
đèn rủ 2 bạn có thể giúp tôi tăng mức độ của nó lên không,B-devicedevice I-devicedevice I-devicedevice O O O O O O O O O O O O,smart.home.increase.level
tăng lên giúp mình đèn màu sắc thứ 4 lên mức 3,B-commandcommand I-commandcommand O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice I-devicedevice O O B-final-valuesysnumber,smart.home.increase.level
tăng đến loa thêm 1 số nữa,B-commandcommand I-commandcommand B-devicedevice O B-change-valuesysnumber O O,smart.home.increase.level
tăng đến tốc độ bóng ốp tường thứ 2 vườn lên mức 3 ngay nhá,B-commandcommand I-commandcommand O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice I-devicedevice B-roomroom O O B-final-valuesysnumber O O,smart.home.increase.level
bật quạt thông gió phòng trẻ em đến mức 3 ngay lập tức,B-commandcommand B-devicedevice I-devicedevice I-devicedevice B-roomroom I-roomroom I-roomroom O O B-final-valuesysnumber O O O,smart.home.increase.level
mình cần bạn tăng nhiệt tvs thứ 1 lên 5 phần trăm ở phòng ăn tối 4 nhá,O O O O O B-devicedevice I-devicedevice I-devicedevice O B-sysnumbersysnumber O O O B-roomroom I-roomroom I-roomroom I-roomroom O,smart.home.increase.level
hãy bật đèn trụ cổng 3 2 ở mức 3,O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice B-sysnumbersysnumber O O O,smart.home.increase.level
giúp mình tăng mức độ đèn vách thứ 4,O O O O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice,smart.home.increase.level
tăng lên bóng chùm thứ 4 thêm 1 mức thôi,B-commandcommand I-commandcommand B-devicedevice I-devicedevice I-devicedevice I-devicedevice O B-change-valuesysnumber O O,smart.home.increase.level
giúp em tăng màn cửa đôi 2 thêm 1 mức nhé,O O B-commandcommand B-devicedevice I-devicedevice I-devicedevice I-devicedevice O B-change-valuesysnumber O O,smart.home.increase.level
hộ mình tăng đến tốc độ bóng tuýp thứ 1 lên mức 3,O O B-commandcommand I-commandcommand O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice O O B-final-valuesysnumber,smart.home.increase.level
tăng rèm cửa 2 lên 1 bạn ơi thấp quá,O B-devicedevice I-devicedevice B-sysnumbersysnumber O O O O O O,smart.home.increase.level
mình cần bạn tăng nhiệt đèn thả lên 1 phần trăm ở phòng thí nghiệm nhá,O O O O O B-devicedevice I-devicedevice O B-sysnumbersysnumber O O O B-roomroom I-roomroom I-roomroom O,smart.home.increase.level
chỉnh đèn hắt giúp mình nhé,O B-devicedevice I-devicedevice O O O,smart.home.increase.level
giúp mình tăng mức độ đèn trụ cổng thứ 4,O O O O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice I-devicedevice,smart.home.increase.level
hộ mình tăng tốc độ van tưới lên mức 3,O O B-commandcommand O O B-devicedevice I-devicedevice O O B-final-valuesysnumber,smart.home.increase.level
bạn tăng bóng ốp trần lên mức 1 tại room công ty nhé bạn,O O B-devicedevice I-devicedevice I-devicedevice O O B-sysnumbersysnumber O O B-roomroom I-roomroom O O,smart.home.increase.level
mình cần bạn tăng nhiệt đèn chùm thứ 4 lên 2 phần trăm ở phòng khách 5 nhá,O O O O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice O B-sysnumbersysnumber O O O B-roomroom I-roomroom I-roomroom O,smart.home.increase.level
tăng hắt trần thứ 1 1 lên 1 bạn ơi thấp quá,O B-devicedevice I-devicedevice I-devicedevice I-devicedevice B-sysnumbersysnumber O O O O O O,smart.home.increase.level
bạn giúp mình tăng thiết bị đèn sưởi 1 lên mức 2 ở phòng lễ tân giúp mình nhé,O O O O O O B-devicedevice I-devicedevice I-devicedevice O O B-sysnumbersysnumber O B-roomroom I-roomroom I-roomroom O O O,smart.home.increase.level
bật tốc độ bóng kiểng 2 phòng ngủ con trai lên mức 5 ngay nhá,B-commandcommand O O B-devicedevice I-devicedevice I-devicedevice B-roomroom I-roomroom I-roomroom I-roomroom O O B-final-valuesysnumber O O,smart.home.increase.level
giúp tôi tăng thêm đèn bàn 4 phòng ăn tối 5 thêm 3 mức,O O B-commandcommand I-commandcommand B-devicedevice I-devicedevice I-devicedevice B-roomroom I-roomroom I-roomroom I-roomroom O B-change-valuesysnumber O,smart.home.increase.level
tăng đèn treo tường lên 1 hộ mình với,O B-devicedevice I-devicedevice I-devicedevice O B-sysnumbersysnumber O O O,smart.home.increase.level
trợ lý ơi làm ơn tăng độ sáng đèn flash thứ 2 lên giúp tôi,O O O O O O O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice O O O,smart.home.increase.level
tăng giúp mình độ sáng của ốp trần 2 với,O O O O O O B-devicedevice I-devicedevice I-devicedevice O,smart.home.increase.level
chỉnh bóng thả 1 giúp mình nhé,O B-devicedevice I-devicedevice I-devicedevice O O O,smart.home.increase.level
tăng giúp tôi đèn sân với,O O O B-devicedevice I-devicedevice O,smart.home.increase.level
tăng lên loa còi 1 cổng chính 2 thêm 2 mức nữa,B-commandcommand I-commandcommand B-devicedevice I-devicedevice I-devicedevice B-roomroom I-roomroom I-roomroom O B-change-valuesysnumber O O,smart.home.increase.level
hãy bật đèn bàn thứ 4 3 ở mức 3,O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice B-sysnumbersysnumber O O O,smart.home.increase.level
tăng giúp mình đèn huỳnh quang thứ 1 ở văn phòng lên mức 3,O O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice I-devicedevice O B-roomroom I-roomroom O O B-sysnumbersysnumber,smart.home.increase.level
tăng giúp mình đèn cảnh thứ 3 lên mức 5,B-commandcommand O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice O O B-final-valuesysnumber,smart.home.increase.level
tăng rèm ngang 4 thêm 1 số nữa,B-commandcommand B-devicedevice I-devicedevice I-devicedevice O B-change-valuesysnumber O O,smart.home.increase.level
tăng thêm mọi đèn trụ cổng thứ 1 lên số 5,B-commandcommand I-commandcommand B-allall B-devicedevice I-devicedevice I-devicedevice I-devicedevice I-devicedevice O O B-final-valuesysnumber,smart.home.increase.level
tăng lên tốc độ điều hòa thứ 4 lên số 4,B-commandcommand I-commandcommand O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice O O B-final-valuesysnumber,smart.home.increase.level
tăng quạt thông gió thứ 3 lên mức 5 tại room,O B-devicedevice I-devicedevice I-devicedevice I-devicedevice I-devicedevice O O B-sysnumbersysnumber O B-roomroom,smart.home.increase.level
giúp mình tăng thiết bị quạt 3 lên cấp độ 4 nhé,O O O O O B-devicedevice I-devicedevice O O O B-sysnumbersysnumber O,smart.home.increase.level
tăng mành cuốn 1 1 lên mức 3 giúp tôi với,O B-devicedevice I-devicedevice I-devicedevice B-sysnumbersysnumber O O O O O O,smart.home.increase.level
bạn có thể giúp mình thay đổi mức độ của đèn tranh được không tăng nó lên một chút,O O O O O O O O O O B-devicedevice I-devicedevice O O O O O O O,smart.home.increase.level
nhất bạn tăng đèn tranh 1 lên một tí hộ bạn với,O O O B-devicedevice I-devicedevice I-devicedevice O O O O O O,smart.home.increase.level
cho mình tăng đèn treo tường 1 lên 1,O O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice O B-sysnumbersysnumber,smart.home.increase.level
tăng giúp tôi đèn vách 2 với,O O O B-devicedevice I-devicedevice I-devicedevice O,smart.home.increase.level
tăng hết đèn led lên số 5,B-commandcommand B-allall B-devicedevice I-devicedevice O O B-final-valuesysnumber,smart.home.increase.level
bạn tăng hắt trần thứ 1 lên mức 2 tại room đầu hè 2 nhé bạn,O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice O O B-sysnumbersysnumber O O B-roomroom I-roomroom I-roomroom O O,smart.home.increase.level
tăng đèn tường thứ 1 3 lên mức 3 giúp tôi với,O B-devicedevice I-devicedevice I-devicedevice I-devicedevice B-sysnumbersysnumber O O O O O O,smart.home.increase.level
xin chào bạn ơi bạn giúp mình tăng đèn cổng ở phòng ăn 2 lên mức 4 nhớ,O O O O O O O O B-devicedevice I-devicedevice O B-roomroom I-roomroom I-roomroom O O B-sysnumbersysnumber O,smart.home.increase.level
mình cần bạn tăng nhiệt màn cửa đơn lên 2 phần trăm ở phòng thờ nhá,O O O O O B-devicedevice I-devicedevice I-devicedevice O B-sysnumbersysnumber O O O B-roomroom I-roomroom O,smart.home.increase.level
tăng bóng vườn lên 5,O B-devicedevice I-devicedevice O B-sysnumbersysnumber,smart.home.increase.level
giúp mình kéo đèn led 2 lên mức 1 nhé,O O O B-devicedevice I-devicedevice I-devicedevice O O B-sysnumbersysnumber O,smart.home.increase.level
tăng thêm tốc độ bóng rủ lên số 5,B-commandcommand I-commandcommand O O B-devicedevice I-devicedevice O O B-final-valuesysnumber,smart.home.increase.level
tăng giúp mình độ sáng của động cơ 4 với,O O O O O O B-devicedevice I-devicedevice I-devicedevice O,smart.home.increase.level
giúp mình tăng thiết bị đèn cảnh lên cấp độ 1 nhé,O O O O O B-devicedevice I-devicedevice O O O B-sysnumbersysnumber O,smart.home.increase.level
vậy tăng cái bóng thứ 4 lên 1 hộ mình với tối quá,O O O B-devicedevice I-devicedevice I-devicedevice O B-sysnumbersysnumber O O O O O,smart.home.increase.level
bạn giúp mình tăng đèn thứ 2 ở phòng đọc lên mức 5,O O O O B-devicedevice I-devicedevice I-devicedevice O B-roomroom I-roomroom O O B-sysnumbersysnumber,smart.home.increase.level
mình cần bạn tăng nhiệt đèn cây 2 lên 2 phần trăm ở phòng ngủ ông bà 2 nhá,O O O O O B-devicedevice I-devicedevice I-devicedevice O B-sysnumbersysnumber O O O B-roomroom I-roomroom I-roomroom I-roomroom I-roomroom O,smart.home.increase.level
tôi cần bạn tăng mức độ đèn cổng thứ 4 4 lên cấp 2 nha,O O O O O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice B-sysnumbersysnumber O O O O,smart.home.increase.level
hộ mình tăng đến tốc độ loa thứ 4 lên mức 4,O O B-commandcommand I-commandcommand O O B-devicedevice I-devicedevice I-devicedevice O O B-final-valuesysnumber,smart.home.increase.level
bạn tăng đèn sân thứ 1 lên mức 1 tại room phòng chờ nhé bạn,O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice O O B-sysnumbersysnumber O O B-roomroom I-roomroom O O,smart.home.increase.level
bạn giúp mình tăng đèn tròn 1 lên mức 4 với,O O O O B-devicedevice I-devicedevice I-devicedevice O O B-sysnumbersysnumber O,smart.home.increase.level
chỉnh bóng trang trí thứ 1 giúp mình nhé,O B-devicedevice I-devicedevice I-devicedevice I-devicedevice I-devicedevice O O O,smart.home.increase.level
hãy bật điều hòa thứ 1 1 ở mức 3,O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice B-sysnumbersysnumber O O O,smart.home.increase.level
bạn giúp mình tăng thiết bị rèm đôi 3 lên mức 3 ở hành lang 2 giúp mình nhé,O O O O O O B-devicedevice I-devicedevice I-devicedevice O O B-sysnumbersysnumber O B-roomroom I-roomroom I-roomroom O O O,smart.home.increase.level
nhất bạn tăng đèn vách thứ 1 lên một tí hộ bạn với,O O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice O O O O O O,smart.home.increase.level
giúp mình tăng mức độ bóng hắt,O O O O O B-devicedevice I-devicedevice,smart.home.increase.level
tăng giúp mình độ sáng của đèn huỳnh quang thứ 4 với,O O O O O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice I-devicedevice O,smart.home.increase.level
bạn giúp mình tăng thiết bị đèn hắt tường thứ 2 lên mức 5 ở phòng trẻ con 3 giúp mình nhé,O O O O O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice I-devicedevice O O B-sysnumbersysnumber O B-roomroom I-roomroom I-roomroom I-roomroom O O O,smart.home.increase.level
tăng lên tốc độ bóng ốp tường thứ 1 lên số 5,B-commandcommand I-commandcommand O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice I-devicedevice O O B-final-valuesysnumber,smart.home.increase.level
xin chào bạn ơi bạn giúp mình tăng rèm ngang thứ 3 ở phòng đợi 4 lên mức 3 nhớ,O O O O O O O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice O B-roomroom I-roomroom I-roomroom O O B-sysnumbersysnumber O,smart.home.increase.level
bật rèm ngang 1 thêm 2 số nữa,B-commandcommand B-devicedevice I-devicedevice I-devicedevice O B-change-valuesysnumber O O,smart.home.increase.level
bạn tăng đèn tiết kiệm điện lên mức 3 tại room phòng thực hành nhé bạn,O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice O O B-sysnumbersysnumber O O B-roomroom I-roomroom I-roomroom O O,smart.home.increase.level
bạn giúp mình tăng đèn âm trần 2 lên mức 5 với,O O O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice O O B-sysnumbersysnumber O,smart.home.increase.level
cho mình tăng van nước 4 lên 3,O O O B-devicedevice I-devicedevice I-devicedevice O B-sysnumbersysnumber,smart.home.increase.level
nhất bạn tăng mành thứ 3 lên một tí hộ bạn với,O O O B-devicedevice I-devicedevice I-devicedevice O O O O O O,smart.home.increase.level
tăng tốc độ kiểng lên số 3,B-commandcommand O O B-devicedevice O O B-final-valuesysnumber,smart.home.increase.level
tăng bóng thờ thứ 1 lên 1,O B-devicedevice I-devicedevice I-devicedevice I-devicedevice O B-sysnumbersysnumber,smart.home.increase.level
hộ mình tăng thêm tốc độ bóng rủ lên mức 5,O O B-commandcommand I-commandcommand O O B-devicedevice I-devicedevice O O B-final-valuesysnumber,smart.home.increase.level
tôi cần bạn tăng mức độ rèm cửa 1 lên cấp 2 nha,O O O O O O B-devicedevice I-devicedevice B-sysnumbersysnumber O O O O,smart.home.increase.level
bạn giúp mình tăng màn cuốn 1 ở phòng nam 4 lên mức 4,O O O O B-devicedevice I-devicedevice I-devicedevice O B-roomroom I-roomroom I-roomroom O O B-sysnumbersysnumber,smart.home.increase.level
giúp em tăng thêm công tắc 3 thêm 2 mức nhé,O O B-commandcommand I-commandcommand B-devicedevice I-devicedevice I-devicedevice O B-change-valuesysnumber O O,smart.home.increase.level
bóng tròn phòng em nhỏ bật thêm 1 mức,B-devicedevice I-devicedevice B-roomroom I-roomroom I-roomroom B-commandcommand O B-change-valuesysnumber O,smart.home.increase.level
cho mình tăng van nước thứ 3 lên 3,O O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice O B-sysnumbersysnumber,smart.home.increase.level
vậy tăng cái đèn downlight lên 3 hộ mình với tối quá,O O O B-devicedevice I-devicedevice O B-sysnumbersysnumber O O O O O,smart.home.increase.level
bật giúp mình bóng kiểng 1 lên mức 4,B-commandcommand O O B-devicedevice I-devicedevice I-devicedevice O O B-final-valuesysnumber,smart.home.increase.level
bạn giúp mình tăng đèn màu sắc thứ 4 lên mức 5 với,O O O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice I-devicedevice O O B-sysnumbersysnumber O,smart.home.increase.level
bạn giúp mình tăng thiết bị rèm đơn lên mức 5 ở phòng ngủ 2 giúp mình nhé,O O O O O O B-devicedevice I-devicedevice O O B-sysnumbersysnumber O B-roomroom I-roomroom I-roomroom O O O,smart.home.increase.level
vậy tăng cái máy lạnh 3 lên 4 hộ mình với tối quá,O O O B-devicedevice I-devicedevice I-devicedevice O B-sysnumbersysnumber O O O O O,smart.home.increase.level
tăng đèn bàn 2 phòng đợi 3 thêm 2 mức nữa,B-commandcommand B-devicedevice I-devicedevice I-devicedevice B-roomroom I-roomroom I-roomroom O B-change-valuesysnumber O O,smart.home.increase.level
hãy tắt thiết bị ốp trần thứ 1 ở phòng trẻ em,O B-commandcommand O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice O B-roomroom I-roomroom I-roomroom,smart.home.device.onoff
tắt giúp mình bình nóng lạnh thứ 3 với,B-commandcommand O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice I-devicedevice O,smart.home.device.onoff
tắt giúp mình đèn tường 2 với,B-commandcommand O O B-devicedevice I-devicedevice I-devicedevice O,smart.home.device.onoff
bật bóng vườn tại phòng tắm 3,B-commandcommand B-devicedevice I-devicedevice O B-roomroom I-roomroom I-roomroom,smart.home.device.onoff
bật giúp tôi quạt hút mùi thứ 1 phòng con 4,B-commandcommand O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice I-devicedevice B-roomroom I-roomroom I-roomroom,smart.home.device.onoff
mình muốn bật bóng sân 4 trong phòng họp,O O B-commandcommand B-devicedevice I-devicedevice I-devicedevice O B-roomroom I-roomroom,smart.home.device.onoff
tắt bóng hoa 2 phòng thực hành 2,B-commandcommand B-devicedevice I-devicedevice I-devicedevice B-roomroom I-roomroom I-roomroom I-roomroom,smart.home.device.onoff
mình muốn bật đèn rủ 4 trong phòng cuối 4,O O B-commandcommand B-devicedevice I-devicedevice I-devicedevice O B-roomroom I-roomroom I-roomroom,smart.home.device.onoff
tắt cho mình bóng thứ 4 ở thư viện nhe hihiii,B-commandcommand O O B-devicedevice I-devicedevice I-devicedevice O B-roomroom I-roomroom O O,smart.home.device.onoff
tắt loa ngoài phòng chung 5,B-commandcommand B-devicedevice O B-roomroom I-roomroom I-roomroom,smart.home.device.onoff
tắt hộ cái đèn sợi đốt,B-commandcommand O O B-devicedevice I-devicedevice I-devicedevice,smart.home.device.onoff
đèn trụ cổng thứ 4 phòng thờ tắt,B-devicedevice I-devicedevice I-devicedevice I-devicedevice I-devicedevice B-roomroom I-roomroom B-commandcommand,smart.home.device.onoff
bật cho mình bòng hắt trần ở phòng hội nghị 2 nhe hihiii,B-commandcommand O O B-devicedevice I-devicedevice I-devicedevice O B-roomroom I-roomroom I-roomroom I-roomroom O O,smart.home.device.onoff
tắt hộ mình hắt tường thứ 1 ở sảnh,B-commandcommand O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice O B-roomroom,smart.home.device.onoff
